"CAMIS";"DBA";"BORO";"BUILDING";"STREET";"ZIPCODE";"PHONE";"CUISINE DESCRIPTION";"INSPECTION DATE";"ACTION";"VIOLATION CODE";"VIOLATION DESCRIPTION";"CRITICAL FLAG";"SCORE";"GRADE";"GRADE DATE";"RECORD DATE";"INSPECTION TYPE";"Latitude";"Longitude";"Community Board";"Council District";"Census Tract";"BIN";"BBL";"NTA";"Location"
"50169253";"ICAHN STADIUM";"Manhattan";"10";"CENTRAL ROAD";"10035";"7043286780";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.79226230402";"-73.92382673347";"111";"08";"024000";"1085645";"1018190203";"MN99";"POINT (-73.92382673347 40.792262304015)"
"50175766";"EL ENCEBOLLADO DE VICTOR 4 CORP";"Queens";"98-09";"37 AVENUE";"11368";"6464745263";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75207612098";"-73.86889973978";"403";"21";"040900";"4043168";"4017390032";"QN26";"POINT (-73.868899739783 40.752076120979)"
"50166985";"MADE IN NEW YORK PIZZA";"Manhattan";"2563";"BROADWAY";"10025";"9175447268";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.79480924812";"-73.97167410351";"107";"07";"018300";"1056068";"1018687501";"MN12";"POINT (-73.971674103509 40.794809248117)"
"41510846";"218 RESTAURANT";"Manhattan";;"GRAND STREET";;"2122268039";"Chinese";"03/06/2025";"Violations were cited in the following area(s).";"04K";"Evidence of rats or live rats in establishment's food or non-food areas.";"Critical";"31";;;"12/15/2025";"Cycle Inspection / Initial Inspection";;;;;;;;;
"50171218";"CHINA WOK STATEN ISLAND INC.";"Staten Island";"8";"NEW DORP LANE";"10306";"6464272793";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.57567077971";"-74.11954673755";"502";"50";"013400";"5057251";"5041910031";"SI45";"POINT (-74.119546737549 40.57567077971)"
"50153385";"DOS TOROS";"Queens";;"AIRPORT";;"5163989952";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;;;;;;;;;
"50171729";"KATI SHOP";"Manhattan";"100";"PARK AVENUE";"10017";"9178681496";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75099345611";"-73.97850342415";"105";"04";"008200";"1035319";"1012750027";"MN20";"POINT (-73.978503424145 40.750993456113)"
"50109264";"BEST DELI";"Queens";"147-45";"182 STREET";"11413";"7188694668";"American";"09/27/2023";"No violations were recorded at the time of this inspection.";;;"Not Applicable";"0";;;"12/15/2025";"Cycle Inspection / Compliance Inspection";"40.65942387398";"-73.76578789966";"413";"31";"032000";"4286165";"4134080160";"QN03";"POINT (-73.765787899664 40.659423873977)"
"50144113";"SEAPARK NY CORP";"Manhattan";"42";"BROADWAY";"10004";"9176265861";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70626329736";"-74.01290873417";"101";"01";"000900";"1000812";"1000220020";"MN25";"POINT (-74.012908734166 40.706263297358)"
"50171006";"MI RANCHITO CARNICERIA Y ROSTISERIA";"Brooklyn";"6923";"FORT HAMILTON PARKWAY";"11228";"7183335171";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.62852303175";"-74.01235325246";"310";"38";"020800";"3145948";"3058790001";"BK30";"POINT (-74.012353252458 40.628523031753)"
"50170801";"WAKE UP COFFEE SHOP LTD";"Brooklyn";"1202";"KINGS HIGHWAY";"11229";"7187757690";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.60773621011";"-73.96076213997";"315";"48";"055400";"3329267";"3067950089";"BK25";"POINT (-73.960762139973 40.607736210105)"
"50169445";"EATALY CAFFE ROCKEFELLER";"Manhattan";"1230";"AVENUE OF THE AMERICAS";"10020";"7578180759";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75897018326";"-73.98108896917";"105";"04";"009600";"1077287";"1012640005";"MN17";"POINT (-73.98108896917 40.758970183257)"
"50179219";"DOUBLEUP EATS";"Brooklyn";"383";"BRIDGE STREET";"11201";"4439834888";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.69169932174";"-73.9852946982";"302";"33";"001500";"3000289";"3001450022";"BK38";"POINT (-73.985294698197 40.691699321741)"
"50165107";"BENTOME, INC";"Manhattan";"7";"EAST   14 STREET";"10003";"5513160839";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.73585241667";"-73.99324506211";"105";"02";"005200";"1016062";"1008420007";"MN13";"POINT (-73.993245062113 40.735852416673)"
"41131002";"TANGRA";"Queens";"3923";"39 PLACE";;"7187868181";"Asian/Asian Fusion";"03/31/2022";"Violations were cited in the following area(s).";"02B";"Hot food item not held at or above 140º F.";"Critical";"22";;;"12/15/2025";"Cycle Inspection / Initial Inspection";"0";"0";;;;;"4";;
"50179827";"MERILIA CAFE RESTAURANT CORP";"Queens";"64-16";"ROOSEVELT AVENUE";"11377";"7183090455";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.74595348824";"-73.89977926428";"402";"26";"026100";"4030105";"4012960034";"QN63";"POINT (-73.899779264281 40.745953488244)"
"50167330";"ATRIUM";"Manhattan";"590";"MADISON AVENUE";"10022";"7043285184";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.76213863739";"-73.97247860557";"105";"04";"011202";"1035778";"1012920015";"MN17";"POINT (-73.972478605572 40.762138637388)"
"50142981";"PIZZA PLUS";"Manhattan";"2253";"3 AVENUE";"10035";"2122892400";"Pizza";"06/09/2025";"Violations were cited in the following area(s).";"04M";"Live roaches in facility's food or non-food area.";"Critical";"62";;;"12/15/2025";"Cycle Inspection / Initial Inspection";"40.80207178244";"-73.93698847123";"111";"08";"019400";"1054626";"1017870001";"MN34";"POINT (-73.936988471232 40.802071782442)"
"50177279";"1502 NY INC";"Manhattan";"1502";"AMSTERDAM AVENUE";"10031";"9173015693";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.81838034186";"-73.95262405187";"109";"07";"022301";"1059764";"1019880029";"MN06";"POINT (-73.952624051867 40.818380341857)"
"50072044";"SUSHI ME";"Queens";"14-18";"150 STREET";"11357";"7183579999";"Japanese";"10/07/2024";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"12";"A";"10/07/2024";"12/15/2025";"Cycle Inspection / Initial Inspection";"40.7883567998";"-73.81364060162";"407";"19";"098100";"4105624";"4046600051";"QN49";"POINT (-73.813640601623 40.788356799795)"
"50178536";"BUDDY BUDDY";"Manhattan";"340";"BOWERY";"10012";"4904786";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.72608096646";"-73.9919147502";"102";"02";"005502";"1008488";"1005300036";"MN23";"POINT (-73.991914750195 40.726080966456)"
"50171784";"WP MALCOLM X LLC";"Brooklyn";"234";"MALCOLM X BOULEVARD";"11221";"9177573532";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.68505818566";"-73.9294915505";"303";"36";"029500";"3045829";"3016560044";"BK35";"POINT (-73.929491550498 40.685058185657)"
"50095278";"GOLDEN STAR";"Staten Island";"2110";"CLOVE ROAD";"10305";"7189812828";"Chinese";"06/02/2022";"Violations were cited in the following area(s).";"09B";"Thawing procedures improper.";"Not Critical";"29";;;"12/15/2025";"Cycle Inspection / Initial Inspection";"40.60315367606";"-74.08311227931";"502";"50";"005000";;"5";"SI14";"POINT (-74.083112279312 40.603153676062)"
"50162787";"CHOCOLATE ON TAP";"Manhattan";"1";"HERALD SQUARE";"10001";"5167323754";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75054190782";"-73.98754102176";"105";"04";"010900";"1089436";"1008100045";"MN17";"POINT (-73.987541021756 40.750541907818)"
"50076322";"OH BOY";"Brooklyn";"84";"HAVEMEYER STREET";"11211";"9174059624";"American";"08/12/2025";"Violations were cited in the following area(s).";"20-06";"Current letter grade or Grade Pending card not posted";"Not Critical";;;;"12/15/2025";"Administrative Miscellaneous / Initial Inspection";"40.71386413659";"-73.95613629993";"301";"34";"051900";"3062492";"3023680023";"BK73";"POINT (-73.956136299926 40.713864136591)"
"50119214";"POPEYES";"Queens";"40-06";"MAIN STREET";"11354";"7188865836";"Cajun";"04/21/2025";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"11";"A";"04/21/2025";"12/15/2025";"Cycle Inspection / Initial Inspection";"40.75935367714";"-73.83004870098";"407";"20";"087100";"4114120";"4050360037";"QN22";"POINT (-73.830048700983 40.759353677137)"
"50061162";"CODE RED";"Bronx";"1320";"EAST GUN HILL ROAD";"10469";"7188811808";"Caribbean";"02/20/2024";"Violations were cited in the following area(s).";"04M";"Live roaches in facility's food or non-food area.";"Critical";"40";"C";"02/20/2024";"12/15/2025";"Cycle Inspection / Re-inspection";"40.87137831632";"-73.84802827931";"211";"12";"035000";"2056100";"2045890048";"BX31";"POINT (-73.848028279305 40.871378316319)"
"50141622";"J & J PIZZA";"Brooklyn";"620";"CATON AVENUE";"11218";"3473655536";"Pizza";"06/04/2025";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"23";;;"12/15/2025";"Cycle Inspection / Initial Inspection";"40.64769861151";"-73.97432059629";"312";"39";"050400";"3124350";"3053290104";"BK40";"POINT (-73.974320596291 40.647698611505)"
"50135692";"FAUZIA'S HEAVENLY DELIGHTS";"Manhattan";"517";"CLAYTON AVENUE";;"7189305711";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"0";"0";;;;;"1";;
"50165969";"HALAL DELI & GROCERY";"Brooklyn";"3419";"14 AVENUE";"11218";"7184966639";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.64188927337";"-73.98137090751";"312";"39";"022800";"3125152";"3053510062";"BK88";"POINT (-73.981370907508 40.641889273365)"
"50176916";"SERAFINA";"Manhattan";"300";"EAST   50 STREET";"10022";"2124704148";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75471295057";"-73.9681720226";"106";"04";"009800";"1080458";"1013420051";"MN19";"POINT (-73.968172022596 40.754712950567)"
"50152312";"MANSION";"Staten Island";"141";"MANSION AVENUE";"10308";"7186059200";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.5446389952";"-74.14053238069";"503";"51";"015603";"5066110";"5052010033";"SI54";"POINT (-74.14053238069 40.544638995201)"
"50127837";"PARIS BAGUETTE";"Queens";"37-38";"JUNCTION BOULEVARD";"11368";"9177743145";"French";"01/17/2025";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"12";"A";"01/17/2025";"12/15/2025";"Cycle Inspection / Initial Inspection";"40.7507191268";"-73.87036415448";"403";"21";"027300";"4036660";"4014840025";"QN28";"POINT (-73.870364154484 40.750719126797)"
"50079366";"MARINARA";"Manhattan";"985";"1 AVENUE";"10022";"9172612147";"Pizza";"05/09/2024";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"72";;;"12/15/2025";"Cycle Inspection / Initial Inspection";"40.75647393637";"-73.9642656679";"106";"05";"010800";"1076279";"1013470023";"MN19";"POINT (-73.964265667901 40.756473936366)"
"50128762";"DELICIAS EXPRESS II LLC";"0";"33";;;"5166036827";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;;;;;;;;;
"50094650";"ISLAND OYSTERS (Governors Island)";"Manhattan";"10";"SOUTH STREET";"10004";"9172680200";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70168790108";"-74.01163112586";"101";"01";"000900";"1000003";"1000020002";"MN25";"POINT (-74.011631125861 40.701687901075)"
"50176174";"SPARTAN VARIETY AND ENTERTAINMENT";"Brooklyn";"1151";"EAST   92 STREET";"11236";"3472996447";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.64143144413";"-73.9049994712";"318";"46";"096400";"3229556";"3081800014";"BK50";"POINT (-73.9049994712 40.641431444126)"
"50178329";"APARTMENT RA'EL";"Brooklyn";"1124";"BEDFORD AVENUE";"11216";"9176456228";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.68613580272";"-73.95447435085";"303";"36";"022900";"3397115";"3019747501";"BK69";"POINT (-73.954474350845 40.686135802715)"
"50177035";"OFFICE HOURS 2";"Manhattan";"2";"PENN PLAZA";"10121";"9179162065";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75000977422";"-73.99134519403";"105";"03";"010100";"1083026";"1007810002";"MN17";"POINT (-73.991345194031 40.750009774218)"
"50174858";"THE FRENCH WORKSHOP";"Queens";"25-33";"BROADWAY";"11106";"7187660949";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.7633079547";"-73.92819546732";"401";"22";"007500";"4624439";"4005790001";"QN70";"POINT (-73.92819546732 40.7633079547)"
"50170531";"FIVE IRON GOLF";"Manhattan";"1290";"AVENUE AMERICAS";;"6094392777";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"0";"0";;;;;"1";;
"50136554";"SUN HONG WONG SEAFOOD RESTAURANT";"Manhattan";"100";"BOWERY";"10013";"2122268778";"Chinese";"07/28/2025";"Violations were cited in the following area(s).";"04M";"Live roaches in facility's food or non-food area.";"Critical";"47";"C";"07/28/2025";"12/15/2025";"Cycle Inspection / Re-inspection";"40.71770961153";"-73.99520934497";"102";"01";"004100";"1003132";"1002390033";"MN24";"POINT (-73.995209344973 40.717709611528)"
"50175193";"DUE FRATELLI";"Brooklyn";"135";"WYCKOFF AVENUE";"11237";"5168014807";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70408341509";"-73.91886049164";"304";"37";"044500";"3073933";"3032490002";"BK77";"POINT (-73.918860491636 40.704083415091)"
"50136509";"GONG CHA";"Manhattan";;"PENN STATION";"10121";"6463604266";"Coffee/Tea";"02/03/2025";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"12";"A";"02/03/2025";"12/15/2025";"Cycle Inspection / Re-inspection";"40.75005923483";"-73.99210672446";;;;;;;"POINT (-73.992106724456 40.750059234828)"
"50083072";"G'S EATERY & BAKERY";"Queens";"135-36";"ROCKAWAY BOULEVARD";"11420";"7185290290";"Caribbean";"01/14/2025";"No violations were recorded at the time of this inspection.";;;"Not Applicable";;;;"12/15/2025";"Administrative Miscellaneous / Re-inspection";"40.67444678587";"-73.80259691191";"410";"28";"081400";"4255231";"4117600118";"QN55";"POINT (-73.802596911908 40.674446785872)"
"50171785";"MAMALEE CUISINE INC.";"Queens";"213-12";"48 AVENUE";"11364";"6466968461";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75550645499";"-73.76791043459";"411";"23";"143500";"4158372";"4073720006";"QN46";"POINT (-73.767910434589 40.755506454985)"
"50172126";"ARK BAGELS";"Manhattan";"110";"8 AVENUE";"10011";"3322050594";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.74072455683";"-74.00179711859";"104";"03";"008100";"1081538";"1007650001";"MN13";"POINT (-74.001797118593 40.740724556829)"
"50173451";"GOLDEN CAPITAL RESTAURANT INC.";"Brooklyn";"6508";"11 AVENUE";"11219";"9176825408";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.62851530312";"-74.00606314419";"310";"43";"021200";"3336303";"3057510043";"BK30";"POINT (-74.006063144187 40.62851530312)"
"50159531";"FIVE BELOW #8220";"Manhattan";"1175";"3 AVENUE";"10065";"2155467909";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.76739470043";"-73.96229948901";"108";"05";"011800";"1043902";"1014237501";"MN31";"POINT (-73.96229948901 40.767394700431)"
"50172916";"BB16812009LLC";"Manhattan";"1681";"1 AVENUE";"10128";"6465674404";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.77778108254";"-73.94872100863";"108";"05";"014602";"1050050";"1015500023";"MN32";"POINT (-73.948721008634 40.777781082541)"
"50113217";"ARI SUSHI";"Manhattan";"402";"WEST   44 STREET";"10036";"6466699999";"Asian/Asian Fusion";"09/29/2025";"Violations were cited in the following area(s).";"04M";"Live roaches in facility's food or non-food area.";"Critical";"38";"Z";"09/29/2025";"12/15/2025";"Cycle Inspection / Re-inspection";"40.75991292558";"-73.99215608826";"104";"03";"012100";"1026369";"1010530036";"MN15";"POINT (-73.992156088261 40.759912925582)"
"50172020";"EXECUTIVE DINING";"Manhattan";"270";"PARK AVENUE";"10017";"7043286780";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.7556341595";"-73.97510900687";"105";"04";"009400";"1035421";"1012830021";"MN17";"POINT (-73.975109006874 40.755634159504)"
"50147240";"EL SAZON R D";"Manhattan";"83";"BAXTER STREET";"10013";"9179715402";"Caribbean";"10/19/2024";"No violations were recorded at the time of this inspection.";;;"Not Applicable";"0";;;"12/15/2025";"Inter-Agency Task Force / Initial Inspection";"40.7167133606";"-73.99981241693";"103";"01";"002900";"1002368";"1001990003";"MN27";"POINT (-73.999812416925 40.716713360597)"
"41366152";"DUNKIN";"Bronx";"3804";"BOSTON ROAD";"10475";"7182318014";"Donuts";"04/04/2023";"No violations were recorded at the time of this inspection.";;;"Not Applicable";;;;"12/15/2025";"Administrative Miscellaneous / Initial Inspection";"40.88135607553";"-73.83845462912";"212";"12";"046202";"2095179";"2052570001";"BX13";"POINT (-73.83845462912 40.881356075528)"
"50017360";"MOZZARELLA";"Brooklyn";"264";"LEE AVENUE";"11206";"7187835555";"Jewish/Kosher";"05/02/2025";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"27";;;"12/15/2025";"Cycle Inspection / Initial Inspection";"40.69989229506";"-73.95369674607";"301";"33";"053100";"3387767";"3022630048";"BK75";"POINT (-73.953696746066 40.699892295057)"
"50105261";"BLVD";"Queens";"31-17";"DITMARS BOULEVARD";"11105";"3478669997";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.77575644844";"-73.9101543707";"401";"22";"011300";"4016931";"4008310034";"QN72";"POINT (-73.910154370696 40.775756448444)"
"50176828";"BK DUMPLING UES LLC";"Manhattan";"151";"WEST   34 STREET";"10001";"2017395377";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.75050916477";"-73.98947917044";"105";"03";"010900";"1015219";"1008100001";"MN17";"POINT (-73.989479170444 40.750509164767)"
"40934037";"JIKJI CAFE";"Queens";;"AIRPORT";;"7187512003";"Japanese";"10/22/2025";"Violations were cited in the following area(s).";"04L";"Evidence of mice or live mice in establishment's food or non-food areas.";"Critical";"49";;;"12/15/2025";"Cycle Inspection / Initial Inspection";;;;;;;;;
"50176283";"NUMBER ONE CAVIAR LLC";"Manhattan";"14";"WALL STREET";"10005";"5165139223";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.70733944656";"-74.01099730882";"101";"01";"000700";"1001025";"1000460009";"MN25";"POINT (-74.010997308824 40.70733944656)"
"50107047";"KING BARKA";"Manhattan";"2733";"FREDERICK DOUGLASS BOULEVARD";;"3476418572";"Caribbean";"07/27/2022";"Violations were cited in the following area(s).";"08A";"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.";"Not Critical";"30";;;"12/15/2025";"Pre-permit (Operational) / Initial Inspection";"0";"0";;;;;"1";;
"50131689";"SIDE BAR";"Manhattan";;"AMTRACK LEVEL";;"7329952865";"Bottled Beverages";"09/17/2025";"Violations were cited in the following area(s).";"08A";"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.";"Not Critical";"11";"A";"09/17/2025";"12/15/2025";"Cycle Inspection / Initial Inspection";;;;;;;;;
"50114947";"X FACTORY";"Brooklyn";"1105";"QUENTIN ROAD";"11229";"3476991729";"Eastern European";"11/14/2024";"Violations were cited in the following area(s).";"09B";"Thawing procedure improper.";"Not Critical";"13";"A";"11/14/2024";"12/15/2025";"Cycle Inspection / Re-inspection";"40.6078628174";"-73.96178848217";"315";"48";"055400";"3182310";"3067740045";"BK25";"POINT (-73.961788482174 40.607862817398)"
"50171201";"PHEBE'S";"Manhattan";"359";"BOWERY";"10003";"2123581902";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.72682752215";"-73.99162602595";"103";"02";"003800";"1006568";"1004590008";"MN22";"POINT (-73.991626025954 40.726827522147)"
"41612260";"TROPICAL RESTAURANT";"Queens";;"JAMAICA AVENUE";;"7188468816";"Mediterranean";"05/20/2024";"Violations were cited in the following area(s).";"09B";"Thawing procedure improper.";"Not Critical";"41";;;"12/15/2025";"Cycle Inspection / Initial Inspection";;;;;;;;;
"50150851";"SAN ANTONIOS";"Manhattan";"247";"ELDRIDGE STREET";"10002";"8455983791";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.72278980464";"-73.98959900953";"103";"01";"003601";"1087360";"1004220056";"MN27";"POINT (-73.989599009528 40.72278980464)"
"50135250";"PALENQUE COLOMBIAN FOOD";"Manhattan";;"WEST   15 STREET";;"7189541955";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;;;;;;;;;
"50175945";"101 CHICKEN";"Queens";"48-18";"NORTHERN BOULEVARD";"11101";"7188788685";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.7536121197";"-73.91424489961";"401";"26";"017100";"4000822";"4001200012";"QN31";"POINT (-73.914244899613 40.753612119698)"
"50165386";"CIRCLE";"Manhattan";"1";"WORLD TRADE CENTER";"10007";"781065842";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71327344912";"-74.01281991754";"101";"01";"001300";"1088469";"1000580001";"MN25";"POINT (-74.012819917535 40.713273449121)"
"50175824";"FRESH CHOICE GOURMET CORP";"Bronx";"754";"BURKE AVENUE";"10467";"9294512031";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.87138832285";"-73.8648308567";"212";"12";"033800";"2055613";"2045700025";"BX07";"POINT (-73.864830856697 40.871388322847)"
"50178977";"REY SMOOTHIE CORP";"Bronx";"9";"EAST MOUNT EDEN AVENUE";"10452";"9177366784";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.84421643496";"-73.91442763733";"204";"14";"022702";"2094540";"2028470001";"BX41";"POINT (-73.914427637334 40.844216434959)"
"41580023";"SAGE";"Brooklyn";;"GRAHAM AVENUE";;"7182186644";"Thai";"08/14/2024";"Violations were cited in the following area(s).";"08A";"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.";"Not Critical";"78";;;"12/15/2025";"Cycle Inspection / Initial Inspection";;;;;;;;;
"50150632";"VIVI BUBBLE TEA";"Manhattan";"607";"9 AVENUE";"10036";"2129560288";"Coffee/Tea";"05/17/2025";"No violations were recorded at the time of this inspection.";;;"Not Applicable";"0";;;"12/15/2025";"Inter-Agency Task Force / Initial Inspection";"40.75924868605";"-73.99204065705";"104";"03";"012100";"1026363";"1010530029";"MN15";"POINT (-73.992040657046 40.759248686051)"
"50165472";"RANDALL MANOR";"Staten Island";"382";"FOREST AVENUE";"10301";"9175455416";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.63098141599";"-74.10211897577";"501";"49";"005900";"5006935";"5002520006";"SI35";"POINT (-74.102118975768 40.630981415993)"
"50176895";"WIN-NY 1894 LLC";"Queens";"102-14";"ATLANTIC AVENUE";"11416";"4195311818";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.68993427351";"-73.84253332383";"409";"29";"011400";"4197020";"4093800001";"QN54";"POINT (-73.842533323834 40.689934273512)"
"50172071";"THE SEAFOOD SPOT LLC.";"Bronx";"632";"WALTON AVENUE";"10451";"6469222027";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.82124915288";"-73.92740648157";"204";"08";"006300";"2001077";"2023480053";"BX63";"POINT (-73.927406481566 40.821249152884)"
"41656924";"TENZAN";"Manhattan";;"2 AVENUE";;"2129805900";"Japanese";"09/29/2025";"Violations were cited in the following area(s).";"04M";"Live roaches in facility's food or non-food area.";"Critical";"23";;;"12/15/2025";"Cycle Inspection / Initial Inspection";;;;;;;;;
"50166452";"GEORGIAN TRADITION INC";"Brooklyn";"1001";"BRIGHTON BEACH AVENUE";"11235";"2016831717";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.57801522412";"-73.95954492009";"313";"48";"061004";"3245413";"3087070452";"BK19";"POINT (-73.959544920089 40.578015224117)"
"50178817";"YUMMY TACOS LONG INC";"Queens";"227-15";"MERRICK BOULEVARD";"11413";"6465205285";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.67691664327";"-73.74285110771";"413";"31";"063200";"4279369";"4129660015";"QN66";"POINT (-73.742851107712 40.676916643273)"
"50177871";"MIZNON ROCK LLC";"Manhattan";"30";"ROCKEFELLER PLAZA";"10112";"9178177600";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.7587474378";"-73.97869222362";"105";"04";"010400";"1076262";"1012657501";"MN17";"POINT (-73.978692223615 40.758747437799)"
"50110806";"THE CENTURION LOUNGE";"Queens";;"AP HEADHOUSE";;"7185549605";"American";"05/22/2024";"No violations were recorded at the time of this inspection.";;;"Not Applicable";"0";"A";"05/22/2024";"12/15/2025";"Cycle Inspection / Initial Inspection";;;;;;;;;
"50178680";"NOODLEPAN THAI FUSION";"Staten Island";"1809";"VICTORY BOULEVARD";"10314";"7187277499";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.61301759575";"-74.12358299993";"501";"50";"015100";"5010476";"5003710058";"SI07";"POINT (-74.123582999931 40.613017595746)"
"50165940";"TAQUERIA AL PASTOR";"Manhattan";"1966";"3 AVENUE";"10029";"6468977451";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.79296268358";"-73.94366398326";"111";"08";"017200";"1052113";"1016360033";"MN33";"POINT (-73.943663983264 40.792962683578)"
"50161001";"MITSURU";"Manhattan";"149";"WEST    4 STREET";"10012";"3474397719";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.7315158861";"-74.00055926654";"102";"02";"006500";"1083512";"1005520036";"MN23";"POINT (-74.000559266544 40.731515886104)"
"50179997";"ROMAINE EMPIRE, INC.";"Queens";"82-68";"164 STREET";"11432";"3122290099";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.71724207656";"-73.80343285028";"408";"24";"126700";"4442431";"4068580001";"QN38";"POINT (-73.803432850281 40.717242076559)"
"50128307";"HAVELI INDIAN RESTAURANT & LOUNGE";"Queens";"24801-03";"UNION TURNPIKE";;"3479339656";"Indian";"10/19/2022";"Violations were cited in the following area(s).";"04L";"Evidence of mice or live mice in establishment's food or non-food areas.";"Critical";"28";;;"12/15/2025";"Pre-permit (Non-operational) / Initial Inspection";"0";"0";;;;;"4";;
"50148841";"MILKO FOODS LLC";"Queens";"40-05";"SKILLMAN AVENUE";"11104";"7187558138";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.74719586468";"-73.92341650594";"402";"26";"017100";"4002375";"4001830292";"QN31";"POINT (-73.923416505935 40.747195864681)"
"40592285";"LUCKY STRIKE";"Manhattan";;"CHELSEA PIERS";"10011";"2128352695";"American";"05/05/2023";"Violations were cited in the following area(s).";"02B";"Hot TCS food item not held at or above 140 °F.";"Critical";"21";;;"12/15/2025";"Cycle Inspection / Initial Inspection";"40.74799238667";"-74.00849574392";;;;;;;"POINT (-74.008495743918 40.747992386672)"
"50178380";"D appetiz";"Brooklyn";"5002";"KINGS HIGHWAY";"11234";"5164300383";;"01/01/1900";;;;"Not Applicable";;;;"12/15/2025";;"40.63420498254";"-73.92840697371";"318";"45";"072400";"3213524";"3077340024";"BK58";"POINT (-73.928406973714 40.634204982535)"
